Person,gFx,gFy,gFz,TgF,Label
2,0.0768,0.0002,0.9931,1,6
2,0.0792,0.0012,0.9936,1,6
2,0.0758,-0.0007,0.9955,1,6
2,0.0738,0.0023,1.0018,1,6
2,0.0767,0.0043,1.0052,1.01,6
2,0.0866,0.0002,0.9951,1,6
2,0.0905,0.0046,0.9912,1,6
2,0.0787,0.0037,0.994,1,6
2,0.0724,-0.0012,0.994,1,6
2,0.0685,-0.0056,0.9882,0.99,6
2,0.0695,-0.0066,0.9847,0.99,6
2,0.0739,0.0023,0.9926,1,6
2,0.0802,0.0062,0.9969,1,6
2,0.0817,0.0067,0.997,1,6
2,0.0866,0.0032,0.9941,1,6
2,0.0827,0.0012,0.9931,1,6
2,0.0783,-0.0007,0.9955,1,6
2,0.0753,-0.0017,0.9902,0.99,6
2,0.0778,-0.0027,0.9902,0.99,6
2,0.0801,-0.0007,0.9975,1,6
2,0.0772,-0.0002,1.0009,1,6
2,0.0738,0.0018,1.0018,1,6
2,0.0724,0.0018,0.994,1,6
2,0.0724,0.0013,0.9955,1,6
2,0.0739,0.0012,0.9896,0.99,6
2,0.0758,0.0027,0.9921,0.99,6
2,0.0768,0.0018,0.9945,1,6
2,0.0811,-0.0012,0.997,1,6
2,0.0806,-0.0002,0.999,1,6
2,0.0797,-0.0007,0.9999,1,6
2,0.0758,0.0023,0.9965,1,6
2,0.0709,0.0013,0.9954,1,6
2,0.069,0.0027,0.992,0.99,6
2,0.0719,0.0027,0.994,1,6
2,0.0704,0.0027,0.9925,0.99,6
2,0.0704,0.0008,0.9959,1,6
2,0.0723,-0.0002,0.9979,1,6
2,0.0728,0.0013,0.9984,1,6
2,0.0739,0.0018,0.9984,1,6
2,0.0729,0.0013,0.994,1,6
2,0.0719,0.0008,0.993,1,6
2,0.0665,0.0033,0.9984,1,6
2,0.0665,0.0033,0.9984,1,6
2,0.0734,-0.0002,0.9955,1,6
2,0.069,-0.0056,0.9891,0.99,6
2,0.0651,-0.0006,0.9984,1,6
2,0.064,-0.0006,1.0013,1,6
2,0.0758,-0.0007,0.9921,1,6
2,0.0778,0.0042,0.9935,1,6
2,0.0709,0.0047,0.9974,1,6
2,0.0645,0.0009,1.0008,1,6
2,0.0617,-0.0011,0.9963,1,6
2,0.0587,-0.0016,0.9929,0.99,6
2,0.0597,0.0003,0.991,0.99,6
2,0.0607,0.0037,0.9944,1,6
2,0.0607,0.0038,0.9988,1,6
2,0.0699,0.0048,1.0032,1.01,6
2,0.0689,0.0028,1.0047,1.01,6
2,0.066,0.0004,1.0052,1.01,6
2,0.066,0.0013,0.9959,1,6
2,0.0689,-0.0031,0.9969,1,6
2,0.0675,-0.0031,0.9974,1,6
2,0.067,-0.0026,0.9984,1,6
2,0.066,-0.0036,0.9964,1,6
2,0.0631,-0.0001,0.9988,1,6
2,0.0651,-0.0012,0.9969,1,6
2,0.0665,0.0032,0.9969,1,6
2,0.0665,0.0032,0.9969,1,6
2,0.0695,0.0027,0.9954,1,6
2,0.0734,0.0018,0.9965,1,6
2,0.0729,0.0008,0.9965,1,6
2,0.0733,0.0003,0.9969,1,6
2,0.0733,0.0003,0.9969,1,6
2,0.0714,0.0013,0.9974,1,6
2,0.0709,0.0027,0.9954,1,6
2,0.0729,0.0027,0.9935,1,6
2,0.0714,0.0013,0.995,1,6
2,0.0714,0.0013,0.995,1,6
2,0.0724,0.0013,0.9974,1,6
2,0.0739,0.0013,0.995,1,6
2,0.0777,0.0003,0.997,1,6
2,0.0768,0.0008,0.9965,1,6
2,0.0762,-0.0016,0.9975,1,6
2,0.0758,-0.0012,0.9989,1,6
2,0.0787,0.0002,0.9946,1,6
2,0.0783,-0.0022,0.9907,0.99,6
2,0.0767,-0.0012,0.9951,1,6
2,0.0728,0.0013,0.9989,1,6
2,0.0743,0.0027,0.9989,1,6
2,0.0802,-0.0017,0.9892,0.99,6
2,0.0768,-0.0002,0.9877,0.99,6
2,0.0743,0.0042,1.0013,1,6
2,0.0792,-0.0021,0.999,1,6
2,0.09,0.0037,0.9922,1,6
2,0.0875,0.0071,0.9931,1,6
2,0.0748,0.0027,0.994,1,6
2,0.0719,0.0002,0.9872,0.99,6
2,0.0695,-0.0022,0.9857,0.99,6
2,0.0695,-0.0002,0.9847,0.99,6
2,0.0719,0.0023,0.9945,1,6
2,0.0772,0.0037,1.0009,1,6
2,0.0821,0.0023,1.0004,1,6
2,0.0826,-0.0017,0.9956,1,6
2,0.0801,-0.0012,0.9955,1,6
2,0.0748,-0.0017,0.9926,1,6
2,0.0758,-0.0032,0.9902,0.99,6
2,0.0778,-0.0012,0.9951,1,6
2,0.0787,0.0013,0.997,1,6
2,0.0748,0.0008,0.9999,1,6
2,0.0704,0.0023,0.9988,1,6
2,0.0699,0.0027,0.9993,1,6
2,0.0729,-0.0002,0.9891,0.99,6
2,0.0714,0.0017,0.9901,0.99,6
2,0.0729,0.0023,0.9955,1,6
2,0.0753,0.0023,0.9955,1,6
2,0.0739,0.0003,0.9945,1,6
2,0.0753,0.0003,0.9969,1,6
2,0.0729,0.0013,0.996,1,6
2,0.0709,0.0018,0.9988,1,6
2,0.0709,0.0032,0.9954,1,6
2,0.0695,0.0008,0.9949,1,6
2,0.0695,0.0023,0.9935,1,6
2,0.0685,0.0003,0.9944,1,6
2,0.0685,-0.0016,0.9959,1,6
2,0.0685,-0.0012,0.9964,1,6
2,0.067,0.0004,0.9984,1,6
2,0.068,-0.0002,0.9959,1,6
2,0.067,0.0009,0.9988,1,6
2,0.068,0.0008,0.9954,1,6
2,0.0695,-0.0002,0.9959,1,6
2,0.0685,-0.0026,0.995,1,6
2,0.066,0.0013,0.9998,1,6
2,0.0617,0.0018,0.9998,1,6
2,0.0675,-0.0026,0.9969,1,6
2,0.0656,-0.0036,0.9935,1,6
2,0.0616,0.0023,1.0017,1,6
2,0.0645,-0.0006,1.0008,1,6
2,0.0753,0.0003,0.9955,1,6
2,0.0758,0.0062,0.9935,1,6
2,0.0685,0.0038,1.0013,1,6
2,0.0596,0.0004,1.0037,1.01,6
2,0.0592,-0.0021,0.9978,1,6
2,0.0592,-0.0035,0.9968,1,6
2,0.0592,-0.0002,0.9939,1,6
2,0.0617,0.0038,0.9983,1,6
2,0.0665,0.0057,0.9993,1,6
2,0.0734,0.0042,0.9974,1,6
2,0.0729,0.0013,0.9974,1,6
2,0.069,-0.0002,0.9974,1,6
2,0.0665,-0.0016,0.9954,1,6
2,0.0714,-0.0036,0.994,1,6
2,0.0728,-0.0056,0.9985,1,6
2,0.0704,-0.004,1.0009,1,6
2,0.0689,-0.0011,0.9993,1,6
2,0.0679,0.0013,0.9998,1,6
2,0.068,-0.0007,0.9959,1,6
2,0.067,0.0013,0.9959,1,6
2,0.0685,0.0008,0.9925,0.99,6
2,0.0734,-0.0002,0.9955,1,6
2,0.0763,0.0013,0.995,1,6
2,0.0812,0.0027,0.997,1,6
2,0.0792,0.0037,0.996,1,6
2,0.0768,0.0042,0.9984,1,6
2,0.0763,0.0037,0.9969,1,6
2,0.0743,0.0027,0.9945,1,6
2,0.0743,-0.0002,0.9916,0.99,6
2,0.0753,-0.0017,0.9921,0.99,6
2,0.0783,-0.0022,0.9946,1,6
2,0.0801,-0.0012,0.9955,1,6
2,0.0763,0.0013,0.9974,1,6
2,0.0812,-0.0002,0.9955,1,6
2,0.0817,0.0002,0.9951,1,6
2,0.0846,0.0037,0.9936,1,6
2,0.0827,0.0017,0.9936,1,6
2,0.0811,0.0002,0.9955,1,6
2,0.0792,0.0017,0.9946,1,6
2,0.0792,0.0017,0.9911,0.99,6
2,0.0817,-0.0022,0.9888,0.99,6
2,0.0807,-0.0022,0.9921,1,6
2,0.0768,0.0032,0.995,1,6
2,0.0797,0.0027,0.996,1,6
2,0.0827,-0.0032,0.9888,0.99,6
2,0.0763,-0.0002,0.9868,0.99,6
2,0.0768,0.0037,0.9974,1,6
2,0.0865,-0.0017,0.9961,1,6
2,0.091,0.0012,0.9937,1,6
2,0.0855,0.0047,0.9995,1,6
2,0.0806,0.0032,0.999,1,6
2,0.0734,0.0008,0.994,1,6
2,0.0704,-0.0007,0.9906,0.99,6
2,0.07,-0.0017,0.9896,0.99,6
2,0.0714,0.0047,0.994,1,6
2,0.0758,0.0032,0.9965,1,6
2,0.0811,0.0013,0.9975,1,6
2,0.0841,-0.0017,0.9961,1,6
2,0.0806,-0.0017,0.996,1,6
2,0.0762,-0.0031,0.9955,1,6
2,0.0739,-0.0037,0.9916,0.99,6
2,0.0778,-0.0022,0.9902,0.99,6
2,0.0777,-0.0016,0.9955,1,6
2,0.0738,-0.0002,0.9974,1,6
2,0.0714,0.0013,1.0023,1,6
2,0.0704,0.0047,0.9998,1,6
2,0.07,0.0027,0.9969,1,6
2,0.069,-0.0016,0.9911,0.99,6
2,0.0739,0.0027,0.9935,1,6
2,0.0773,0.0042,0.9965,1,6
2,0.0768,0.0027,0.9945,1,6
2,0.0763,0.0032,0.995,1,6
2,0.0753,0.0032,0.9979,1,6
2,0.0719,0.0018,0.9969,1,6
2,0.07,0.0018,0.9964,1,6
2,0.069,0.0003,0.9949,1,6
2,0.0704,0.0018,0.9935,1,6
2,0.069,-0.0021,0.996,1,6
2,0.0675,-0.0012,0.9979,1,6
2,0.069,-0.0007,0.9984,1,6
2,0.0695,0.0003,0.9969,1,6
2,0.068,0.0013,0.9954,1,6
2,0.0704,-0.0007,0.9945,1,6
2,0.0729,0.0023,0.994,1,6
2,0.0709,0.0027,0.9959,1,6
2,0.0704,0.0037,0.9944,1,6
2,0.0704,0.0032,0.993,1,6
2,0.0665,0.0009,0.9979,1,6
2,0.0635,-0.0006,1.0018,1,6
2,0.0641,0.0028,0.9998,1,6
2,0.0714,-0.0012,0.9955,1,6
2,0.0695,-0.0036,0.9921,0.99,6
2,0.0635,0.0018,1.0017,1,6
2,0.065,0.0018,1.0023,1,6
2,0.0734,0.0013,0.996,1,6
2,0.0783,0.0032,0.9955,1,6
2,0.0714,0.0048,1.0037,1.01,6
2,0.0655,0.0004,1.0057,1.01,6
2,0.0636,-0.0036,0.9954,1,6
2,0.0656,-0.0031,0.994,1,6
2,0.0617,-0.0012,0.9924,0.99,6
2,0.0631,0.0047,0.9934,1,6
2,0.0685,0.0076,0.9963,1,6
2,0.0748,0.0062,0.994,1,6
2,0.0783,0.0037,0.9955,1,6
2,0.0758,0.0013,0.9994,1,6
2,0.0723,-0.0041,0.9989,1,6
2,0.0729,-0.0041,0.994,1,6
2,0.0743,-0.0046,0.997,1,6
2,0.0753,-0.0026,0.9999,1,6
2,0.0718,0.0003,1.0004,1,6
2,0.0704,0.0018,0.9998,1,6
2,0.0734,0.0023,0.9965,1,6
2,0.0734,0.0008,0.994,1,6
2,0.0729,0.0012,0.9911,0.99,6
2,0.0758,0.0023,0.9965,1,6
2,0.0777,0.0008,0.9969,1,6
2,0.0811,0.0013,0.997,1,6
2,0.0841,0.0002,0.9976,1,6
2,0.0841,0.0002,0.9951,1,6
2,0.0812,0.0017,0.9936,1,6
2,0.0778,0.0012,0.9931,1,6
2,0.0812,0.0017,0.9931,1,6
2,0.0797,-0.0002,0.9936,1,6
2,0.0822,-0.0002,0.9941,1,6
2,0.0831,-0.0002,0.9985,1,6
2,0.0845,-0.0002,0.9985,1,6
2,0.0856,0.0007,0.9941,1,6
2,0.0836,0.0002,0.9956,1,6
2,0.0866,-0.0012,0.9912,0.99,6
2,0.0895,0.0002,0.9893,0.99,6
2,0.0914,0.0007,0.9937,1,6
2,0.0845,0.0013,0.998,1,6
2,0.0841,0.0022,0.9951,1,6
2,0.0895,-0.0037,0.9864,0.99,6
2,0.0846,-0.0018,0.9853,0.99,6
2,0.0812,0.0027,0.996,1,6
2,0.0914,-0.0017,0.9942,1,6
2,0.0978,0.0026,0.9894,0.99,6
2,0.0914,0.0066,0.9927,1,6
2,0.0856,0.0037,0.9927,1,6
2,0.0764,-0.0013,0.9824,0.99,6
2,0.0792,-0.0042,0.9814,0.98,6
2,0.0812,0.0041,0.9858,0.99,6
2,0.0807,0.0071,0.9906,0.99,6
2,0.0817,0.009,0.9945,1,6
2,0.087,0.0057,0.999,1,6
2,0.0924,0.0022,0.9976,1,6
2,0.0865,-0.0041,1.001,1,6
2,0.0816,-0.0046,1.0029,1.01,6
2,0.0782,-0.0056,0.996,1,6
2,0.0822,-0.0017,0.9932,1,6
2,0.0811,0.0008,0.9965,1,6
2,0.0797,0.0008,0.999,1,6
2,0.0773,0.0032,0.9974,1,6
2,0.0773,0.0023,0.9969,1,6
2,0.0797,-0.0012,0.9941,1,6
2,0.0812,-0.0012,0.9902,0.99,6
2,0.0822,0.0012,0.9921,1,6
2,0.0797,0.0018,0.997,1,6
2,0.0807,0.0047,0.999,1,6
2,0.0822,0.0027,0.998,1,6
2,0.0816,0.0023,0.998,1,6
2,0.0797,0.0013,0.998,1,6
2,0.0773,0.0013,0.9951,1,6
2,0.0758,0.0002,0.993,1,6
2,0.0768,0.0002,0.9911,0.99,6
2,0.0778,-0.0002,0.9921,1,6
2,0.0778,-0.0007,0.9941,1,6
2,0.0787,-0.0007,0.998,1,6
2,0.0807,0.0017,0.9955,1,6
2,0.0801,-0.0017,0.9951,1,6
2,0.0792,-0.0021,0.997,1,6
2,0.0773,-0.0016,0.9946,1,6
2,0.0763,0.0002,0.9931,1,6
2,0.0758,-0.0007,0.9911,0.99,6
2,0.0773,0.0013,0.995,1,6
2,0.0723,0.0032,0.9998,1,6
2,0.0743,0.0037,0.9984,1,6
2,0.0777,-0.0032,0.9941,1,6
2,0.0729,-0.0017,0.9916,0.99,6
2,0.0714,0.0023,0.9984,1,6
2,0.0763,-0.0007,0.994,1,6
2,0.0856,0.0027,0.9937,1,6
2,0.0831,0.0066,0.9965,1,6
2,0.0792,0.0052,0.9994,1,6
2,0.0684,-0.0006,0.9993,1,6
2,0.066,-0.0026,0.9886,0.99,6
2,0.0651,-0.0012,0.9871,0.99,6
2,0.066,0.0003,0.9891,0.99,6
2,0.069,0.0037,0.9974,1,6
2,0.0734,0.0037,0.9974,1,6
2,0.0787,0.0013,0.9999,1,6
2,0.0767,0.0013,0.9974,1,6
2,0.0738,-0.0007,0.9974,1,6
2,0.0709,-0.0026,0.9935,1,6
2,0.0724,-0.0032,0.9886,0.99,6
2,0.0758,-0.0012,0.9935,1,6
2,0.0748,-0.0026,1.0023,1.01,6
2,0.0699,-0.001,1.0101,1.01,6
2,0.066,0.0024,1.0125,1.01,6
2,0.0714,0.0009,1.0043,1.01,6
2,0.0719,0.0003,0.994,1,6
2,0.0685,0.0023,0.992,0.99,6
2,0.0695,0.0023,0.9954,1,6
2,0.0739,0.0003,0.993,1,6
2,0.0792,-0.0007,0.9946,1,6
2,0.0792,-0.0012,0.9975,1,6
2,0.0782,0.0003,0.9995,1,6
2,0.0767,-0.0007,0.9995,1,6
2,0.0763,0.0013,0.9969,1,6
2,0.0753,0.0027,0.995,1,6
2,0.0739,0.0013,0.9965,1,6
2,0.0739,0.0008,0.9926,1,6
2,0.0763,0.0008,0.9945,1,6
2,0.0763,0.0003,0.996,1,6
2,0.0817,-0.0007,0.9951,1,6
2,0.0807,-0.0012,0.9941,1,6
2,0.0826,-0.0027,0.9961,1,6
2,0.0841,-0.0027,0.9961,1,6
2,0.0841,-0.0017,0.9941,1,6
2,0.0831,-0.0012,0.9927,1,6
3,-0.0059,-0.0394,0.9989,1,6
3,-0.0015,-0.0395,0.999,1,6
3,-0.0015,-0.0395,0.999,1,6
3,0.0044,-0.0424,0.9985,1,6
3,0.0034,-0.0434,0.9985,1,6
3,0.0068,-0.0439,0.9937,0.99,6
3,-0.0015,-0.0424,0.9941,0.99,6
3,-0.0015,-0.0424,0.9941,0.99,6
3,0.0005,-0.0414,0.9936,0.99,6
3,0.0015,-0.0419,0.9941,0.99,6
3,-0.0005,-0.0434,0.9965,1,6
3,-0.0039,-0.0404,1.0067,1.01,6
3,-0.0029,-0.0409,1.0024,1,6
3,-0.0034,-0.0404,0.9999,1,6
3,-0.0029,-0.0395,0.9985,1,6
3,0.0024,-0.0405,0.998,1,6
3,0.0039,-0.041,0.9971,1,6
3,0.0029,-0.0424,1.002,1,6
3,0.0029,-0.041,0.9995,1,6
3,0.001,-0.0395,1.0004,1,6
3,-0.001,-0.0385,0.9965,1,6
3,0.0005,-0.04,0.9951,1,6
3,-0.0034,-0.0444,0.9985,1,6
3,-0.0073,-0.0449,0.9979,1,6
3,-0.0024,-0.0424,0.9965,1,6
3,0.0005,-0.0429,1.0043,1.01,6
3,0.0103,-0.0449,1.001,1,6
3,0.0034,-0.0435,0.9932,0.99,6
3,0.0001,-0.0444,0.9902,0.99,6
3,-0.0112,-0.0395,0.9944,1,6
3,-0.0127,-0.0389,1.0037,1,6
3,-0.0103,-0.0419,0.9999,1,6
3,-0.0068,-0.0419,0.9969,1,6
3,-0.0034,-0.0419,0.9916,0.99,6
3,0.0015,-0.0414,0.9955,1,6
3,-0.002,-0.041,0.9965,1,6
3,-0.0039,-0.0419,0.9984,1,6
3,-0.0063,-0.0419,0.9989,1,6
3,-0.0059,-0.041,0.9969,1,6
3,-0.0049,-0.039,0.9974,1,6
3,-0.0015,-0.0439,0.9995,1,6
3,-0.0005,-0.0449,1,1,6
3,-0.0005,-0.0449,0.9912,0.99,6
3,-0.0068,-0.0458,1.0029,1,6
3,-0.0039,-0.0449,0.9946,1,6
3,-0.0049,-0.0419,0.9946,1,6
3,-0.0039,-0.0419,0.998,1,6
3,-0.0044,-0.0424,1.0009,1,6
3,-0.0029,-0.0424,0.998,1,6
3,-0.0044,-0.0419,1.0043,1.01,6
3,-0.0054,-0.0424,1.0018,1,6
3,-0.0054,-0.0419,1.0009,1,6
3,-0.0044,-0.0409,1.0013,1,6
3,-0.0029,-0.0404,0.9999,1,6
3,-0.0005,-0.0405,0.9975,1,6
3,0.0005,-0.0434,0.998,1,6
3,0.001,-0.0424,0.9985,1,6
3,-0.0024,-0.0419,1.0009,1,6
3,-0.0024,-0.041,1.0004,1,6
3,-0.002,-0.0439,0.999,1,6
3,0.0015,-0.0429,0.9941,1,6
3,0.0005,-0.0434,0.9931,0.99,6
3,0.0029,-0.0424,0.9956,1,6
3,0,-0.0419,0.9995,1,6
3,-0.0078,-0.0414,1.0023,1,6
3,-0.0063,-0.0404,1.0023,1,6
3,0.0024,-0.0424,1.0049,1.01,6
3,0.0024,-0.0424,1.0049,1.01,6
3,0.0107,-0.0435,0.9966,1,6
3,-0.0029,-0.0425,0.9877,0.99,6
3,-0.0092,-0.0395,0.9954,1,6
3,-0.0068,-0.038,1.0062,1.01,6
3,-0.0063,-0.0375,1.0038,1,6
3,-0.002,-0.0405,0.9999,1,6
3,0.0059,-0.0415,0.9912,0.99,6
3,0.0073,-0.0405,0.9927,0.99,6
3,0.0068,-0.04,0.9937,0.99,6
3,0.0029,-0.0395,0.9955,1,6
3,-0.0005,-0.0395,0.9965,1,6
3,-0.0005,-0.0375,0.9985,1,6
3,0.0015,-0.038,1.0014,1,6
3,0.0044,-0.0405,1.0005,1,6
3,0.0073,-0.0429,1.002,1,6
3,0.0044,-0.0424,0.9985,1,6
3,0,-0.0414,0.997,1,6
3,0.0029,-0.039,0.9975,1,6
3,0.0059,-0.038,0.9961,1,6
3,0.0054,-0.0395,0.9961,1,6
3,0.0054,-0.04,0.9966,1,6
3,0.0054,-0.039,0.9971,1,6
3,0.0068,-0.038,0.9976,1,6
3,0.0083,-0.0385,0.998,1,6
3,0.0059,-0.0385,0.9966,1,6
3,0.0039,-0.039,0.9966,1,6
3,0.0059,-0.0375,0.9976,1,6
3,0.0063,-0.0371,0.999,1,6
3,0.0049,-0.0351,0.9995,1,6
3,0.0049,-0.0366,0.9985,1,6
3,0.0049,-0.0371,0.9976,1,6
3,0.0088,-0.0391,0.9961,1,6
3,0.0093,-0.04,0.9957,1,6
3,0.0093,-0.0385,0.9971,1,6
3,0.0078,-0.0385,0.9971,1,6
3,0.0068,-0.04,0.9941,0.99,6
3,0.002,-0.04,0.9955,1,6
3,0.0015,-0.0375,0.9995,1,6
3,0.0093,-0.038,0.9985,1,6
3,0.0083,-0.0385,1.0029,1,6
3,0.0127,-0.04,0.9981,1,6
3,-0.0009,-0.0415,0.9897,0.99,6
3,-0.0058,-0.0385,0.9901,0.99,6
3,-0.0103,-0.038,0.9988,1,6
3,-0.0073,-0.0375,1.0013,1,6
3,-0.0024,-0.038,1.0023,1,6
3,0.0005,-0.038,0.997,1,6
3,0.0044,-0.042,0.9937,0.99,6
3,0.0024,-0.0415,0.9922,0.99,6
3,0.001,-0.0405,0.9951,1,6
3,-0.0039,-0.04,0.9979,1,6
3,-0.0049,-0.04,0.9989,1,6
3,-0.0039,-0.0394,1.0009,1,6
3,-0.001,-0.0409,1.0014,1,6
3,0.0005,-0.0414,0.9999,1,6
3,0,-0.0414,0.997,1,6
3,-0.001,-0.0429,0.996,1,6
3,-0.001,-0.0429,0.9975,1,6
3,-0.001,-0.0414,0.999,1,6
3,-0.001,-0.0414,0.999,1,6
3,-0.0054,-0.0429,1.0014,1,6
3,-0.0054,-0.0424,0.9999,1,6
3,-0.0039,-0.0414,0.9995,1,6
3,-0.0024,-0.0399,1.0009,1,6
3,-0.0015,-0.04,0.999,1,6
3,0.0005,-0.0405,0.998,1,6
3,-0.0005,-0.0439,0.9965,1,6
3,-0.0024,-0.041,0.9965,1,6
3,-0.0024,-0.0419,0.998,1,6
3,-0.0049,-0.0405,0.9984,1,6
3,-0.0039,-0.0405,0.9994,1,6
3,-0.0044,-0.0405,0.9979,1,6
3,-0.002,-0.0429,0.9995,1,6
3,-0.0015,-0.0414,0.999,1,6
3,-0.0005,-0.0429,0.997,1,6
3,-0.0039,-0.0424,0.998,1,6
3,-0.0024,-0.0419,0.9975,1,6
3,-0.0073,-0.0434,0.9974,1,6
3,-0.0073,-0.0434,0.9974,1,6
3,-0.0063,-0.0419,0.9989,1,6
3,-0.0044,-0.0404,1.0009,1,6
3,-0.0035,-0.0453,1.0078,1.01,6
3,-0.0015,-0.0454,0.9911,0.99,6
3,-0.0038,-0.0454,0.9877,0.99,6
3,-0.0087,-0.0414,0.9882,0.99,6
3,-0.0176,-0.0399,1.0071,1.01,6
3,-0.0151,-0.0408,1.0071,1.01,6
3,-0.0098,-0.0409,1.0004,1,6
3,-0.0024,-0.0414,0.9936,0.99,6
3,-0.002,-0.0439,0.9965,1,6
3,-0.0049,-0.0443,0.9995,1,6
3,-0.0073,-0.0448,0.9994,1,6
3,-0.0093,-0.0438,1.0009,1,6
3,-0.0088,-0.0429,1.0004,1,6
3,-0.0083,-0.0414,1.0004,1,6
3,-0.0054,-0.0433,1.0009,1,6
3,-0.001,-0.0454,0.999,1,6
3,-0.0015,-0.0439,0.996,1,6
3,-0.0039,-0.0454,0.9955,1,6
3,-0.0039,-0.0444,0.9965,1,6
3,-0.0029,-0.0449,0.998,1,6
3,-0.0039,-0.0433,1.0004,1,6
3,-0.0029,-0.0414,0.9999,1,6
3,-0.0044,-0.04,0.9989,1,6
3,-0.0015,-0.0395,0.9975,1,6
3,-0.0034,-0.04,0.999,1,6
3,-0.0015,-0.041,0.998,1,6
3,0.002,-0.041,0.9985,1,6
3,0.002,-0.041,0.9985,1,6
3,0.0029,-0.04,1,1,6
3,0.0034,-0.04,1,1,6
3,0.0034,-0.0405,0.9976,1,6
3,0.0034,-0.0414,0.9961,1,6
3,0.0034,-0.0414,0.9961,1,6
3,0.0044,-0.0405,0.9966,1,6
3,0.001,-0.0429,1.0015,1,6
3,-0.001,-0.0414,1.0024,1,6
3,-0.001,-0.0385,0.999,1,6
3,0.001,-0.0395,0.9975,1,6
3,0.002,-0.041,0.9946,1,6
3,-0.001,-0.0424,0.9965,1,6
3,0.001,-0.039,0.9965,1,6
3,0.0103,-0.0371,0.9976,1,6
3,0.0103,-0.04,1.003,1,6
3,0.0166,-0.0391,0.9957,1,6
3,0.0035,-0.0415,0.9893,0.99,6
3,-0.0029,-0.04,0.9872,0.99,6
3,-0.0087,-0.0355,0.9974,1,6
3,-0.0029,-0.0375,1.0033,1,6
3,0.0024,-0.0395,0.9999,1,6
3,0.0059,-0.0391,0.9941,0.99,6
3,0.0089,-0.0405,0.9913,0.99,6
3,0.0059,-0.0405,0.9956,1,6
3,0.0034,-0.041,0.9951,1,6
3,0.001,-0.04,0.9955,1,6
3,-0.002,-0.0375,0.9985,1,6
3,0.0024,-0.04,1,1,6
3,0.0059,-0.04,1.002,1,6
3,0.0073,-0.0429,0.9986,1,6
3,0.0044,-0.0419,0.9966,1,6
3,0.0034,-0.0405,0.9961,1,6
3,0.0039,-0.041,0.9971,1,6
3,0.0039,-0.039,0.9985,1,6
3,0.0029,-0.0395,0.9999,1,6
3,0,-0.04,0.9975,1,6
3,0.001,-0.0405,0.998,1,6
3,0,-0.041,0.9999,1,6
3,-0.001,-0.0394,1.0014,1,6
3,0.001,-0.0405,0.9985,1,6
3,0.0015,-0.0424,1,1,6
3,0.0039,-0.04,0.9971,1,6
3,0.0044,-0.0419,0.9956,1,6
3,0.0024,-0.041,0.999,1,6
3,0.001,-0.0405,0.9985,1,6
3,-0.001,-0.0414,1.0019,1,6
3,-0.0005,-0.0405,0.9995,1,6
3,-0.0015,-0.041,0.9995,1,6
3,-0.001,-0.041,0.9985,1,6
3,-0.0015,-0.0414,0.998,1,6
3,0,-0.0405,0.9965,1,6
3,-0.001,-0.0424,0.9985,1,6
3,-0.0044,-0.0424,0.997,1,6
3,-0.0044,-0.0414,0.9985,1,6
3,-0.002,-0.041,0.9995,1,6
3,0.0009,-0.0443,1.0103,1.01,6
3,0.0044,-0.0449,1.001,1,6
3,-0.0034,-0.0439,0.9887,0.99,6
3,-0.0082,-0.0405,0.9901,0.99,6
3,-0.0142,-0.0385,1.0013,1,6
3,-0.0117,-0.0413,1.0057,1.01,6
3,-0.0107,-0.0419,1.0023,1,6
3,-0.0024,-0.0434,0.9936,0.99,6
3,-0.0015,-0.0429,0.9946,1,6
3,-0.0039,-0.0444,0.9965,1,6
3,-0.0029,-0.0444,0.9887,0.99,6
3,-0.0078,-0.0443,1.0048,1.01,6
3,-0.0078,-0.041,0.996,1,6
3,-0.0063,-0.0419,0.9969,1,6
3,-0.0073,-0.0448,1.0043,1.01,6
3,-0.0044,-0.0458,1.0009,1,6
3,-0.0034,-0.0468,0.999,1,6
3,-0.0059,-0.0439,0.9951,1,6
3,-0.0078,-0.0433,0.9989,1,6
3,-0.0059,-0.0454,0.996,1,6
3,-0.0073,-0.0438,0.9989,1,6
3,-0.0054,-0.0439,0.999,1,6
3,-0.0049,-0.0414,0.9999,1,6
3,-0.0068,-0.0424,0.9984,1,6
3,-0.0068,-0.0438,1.0018,1,6
3,-0.0059,-0.0433,1.0013,1,6
3,-0.0044,-0.0429,0.9999,1,6
3,-0.0039,-0.0444,0.9965,1,6
3,-0.0039,-0.0419,0.999,1,6
3,-0.0039,-0.0414,0.999,1,6
3,-0.0034,-0.0439,0.997,1,6
3,-0.0054,-0.0444,0.997,1,6
3,-0.0039,-0.0463,0.9985,1,6
3,-0.0039,-0.0463,0.9985,1,6
3,-0.0049,-0.0458,0.9995,1,6
3,-0.0059,-0.0463,1.0004,1,6
3,-0.0044,-0.0453,0.9999,1,6
3,-0.0059,-0.0463,0.9999,1,6
3,-0.0073,-0.0453,0.9985,1,6
3,-0.0073,-0.0429,0.9969,1,6
3,-0.0093,-0.0438,0.9969,1,6
3,-0.0083,-0.0424,0.9979,1,6
3,-0.0049,-0.041,0.9969,1,6
3,-0.002,-0.0463,1.0078,1.01,6
3,0.0053,-0.0473,1.003,1,6
3,-0.002,-0.0449,0.9907,0.99,6
3,-0.0131,-0.0419,0.994,0.99,6
3,-0.0186,-0.0399,1.0017,1,6
